category_id,level,parent_id,path,name,is_leaf
52,2,5,/5/52/,남성시계,0
53,2,5,/5/53/,여성시계,0
54,2,5,/5/54/,시계용품,0
55,2,6,/6/55/,귀걸이/피어싱,0
56,2,6,/6/56/,목걸이/펜던트,0
57,2,6,/6/57/,팔찌,0
58,2,6,/6/58/,발찌,0
59,2,6,/6/59/,반지,0
60,2,6,/6/60/,쥬얼리 세트,0
61,2,6,/6/61/,기타 쥬얼리,1
62,2,7,/7/62/,모자,0
63,2,7,/7/63/,안경/선글라스,0
64,2,7,/7/64/,목도리/장갑,0
65,2,7,/7/65/,스카프/넥타이,0
66,2,7,/7/66/,벨트,0
67,2,7,/7/67/,양말/스타킹,0
68,2,7,/7/68/,우산/양산,1
69,2,7,/7/69/,키링/키케이스,1
70,2,7,/7/70/,기타 액세서리,1
71,2,8,/8/71/,휴대폰,0
72,2,8,/8/72/,태블릿,0
73,2,8,/8/73/,웨어러블(워치/밴드),0
74,2,8,/8/74/,오디오/영상/관련기기,0
75,2,8,/8/75/,PC/노트북,0
76,2,8,/8/76/,게임/타이틀,0
77,2,8,/8/77/,카메라/DSLR,0
78,2,8,/8/78/,PC부품/저장장치,0
79,2,9,/9/79/,생활가전,0
80,2,9,/9/80/,주방가전,0
81,2,9,/9/81/,미용가전,0
82,2,9,/9/82/,냉장고,1
83,2,9,/9/83/,에어컨,1
84,2,9,/9/84/,세탁기/건조기,1
85,2,9,/9/85/,TV,1
86,2,9,/9/86/,사무기기(복사기/팩스 등),1
87,2,9,/9/87/,기타 가전제품,1
88,2,10,/10/88/,골프,0
89,2,10,/10/89/,캠핑,0
90,2,10,/10/90/,낚시,0
91,2,10,/10/91/,축구,0
92,2,10,/10/92/,야구,0
93,2,10,/10/93/,농구,0
94,2,10,/10/94/,자전거,0
95,2,10,/10/95/,등산/클라이밍,0
96,2,10,/10/96/,헬스/요가/필라테스,0
